	accession	date	region_coarse	country	strain
358	OP414312	2022-06-15	Southern Europe	Portugal	Monkeypox/PT0272/2022
359	OP245359	2022-07-14	Southern Europe	Portugal	MPX/PT0126/2022
360	OP414334	2022-06-07	Southern Europe	Portugal	Monkeypox/PT0300/2022
361	ON880530	2022-05-29	North America	Canada	MpxV/human/CAN/UN-NML-3162/2022
362	OP382482	2022-07-04	Western Europe	France	hMPXV-IHU00005
363	ON649725	2022-05-23	Southern Europe	Portugal	Monkeypox/PT0011/2022
364	OP743954	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-082153/2022
365	OP351282	2022-07-19	North America	USA	MPXV22/human/USA-OK-67
366	ON694336	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI024
367	OP415256	2022-08-01	Western Europe	United Kingdom	MPX_jTHLhj_9000307
368	OP205107	2022-06-16	Western Europe	United Kingdom	MPXV_UK_2022_9000144
369	OP257245	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-084909/2022
370	ON880546	2022-06-02	North America	Canada	MpxV/human/CAN/UN-NML-3368/2022
371	ON649719	2022-05-23	Southern Europe	Portugal	Monkeypox/PT0012/2022
372	ON929068	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI110
373	ON803438	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2897/2022
374	ON649722	2022-05-19	Southern Europe	Portugal	Monkeypox/PT0022/2022
375	ON983162	2022-06-03	North America	Canada	MpxV/human/CAN/UN-NML-3531/2022
376	OP123044	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-071246/2022
377	OP743953	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089563/2022
378	ON803430	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2874/2022
379	OP351287	2022-08-11	North America	USA	MPXV22/human/USA-OK-149
380	ON649721	2022-05-19	Southern Europe	Portugal	Monkeypox/PT0021/2022
381	ON803424	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2852/2022
382	OP580154	2022-06-07	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000006/2022
383	OP205085	2022-06-07	Western Europe	United Kingdom	MPXV_UK_2022_9000096
384	ON808417	2022-05-15	Western Europe	United Kingdom	CVR_MPXV1e
385	ON813267	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI067
386	OP747054	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-094434/2022
387	ON649720	2022-05-19	Southern Europe	Portugal	Monkeypox/PT0024/2022
388	OP257263	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089987/2022
389	ON843167	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0036/2022
390	ON959161	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI147
391	ON880422	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_6/Belgium/2022
392	ON880421	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_5/Belgium/2022
393	ON880508	2022-05-30	North America	Canada	MpxV/human/CAN/UN-NML-3127/2022
394	OP123050	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-076854/2022
395	ON929071	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI113
396	OP215239	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI199
397	OP415233	2022-08-01	Western Europe	United Kingdom	MPX_qQzToC_9000264
398	OP018594	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI168
399	ON649718	2022-05-20	Southern Europe	Portugal	Monkeypox/PT0018/2022
400	ON808414	2022-05-15	Western Europe	United Kingdom	CVR_MPXV1b
401	ON843178	2022-06-02	Southern Europe	Portugal	Monkeypox/PT0040/2022
402	ON880526	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3100/2022
403	ON813252	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI052
404	OP628485	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089475/2022
405	OP743973	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-098936/2022
406	OP523981	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI379
407	OP628486	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089807/2022
408	ON676703	2022-05-01	North America	USA	MPXV_USA_2022_CA001
409	ON983166	2022-06-15	North America	Canada	MpxV/human/CAN/UN-NML-3702/2022
410	ON959160	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI146
411	OP257246	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-083578/2022
412	ON880516	2022-06-02	North America	Canada	MpxV/human/CAN/UN-NML-3472/2022
413	ON755040	2022-05-20	Western Europe	France	MPXV_IRBA22-14
414	OP205117	2022-07-04	Western Europe	United Kingdom	MPXV_UK_2022_9000159
415	OP257244	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-080268/2022
416	ON631241	2022-05-24	Central Europe	Slovenia	2022/2 SLO
417	OP764622	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI564
418	OP310068	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088225/2022
419	ON959131	2022-05-01	North America	USA	MPXV_USA_2022_IL001
420	OP055804	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-076724/2022
421	OP626114	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI476
422	OP628482	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-087956/2022
423	OP205139	2022-05-25	Western Europe	United Kingdom	MPXV_UK_2022_9000090
424	ON880420	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_4/Belgium/2022
425	OP628468	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-086118/2022
426	ON880419	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_3/Belgium/2022
427	OP580153	2022-06-07	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000005/2022
428	ON880512	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3292/2022
429	OP257249	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-081786/2022
430	ON649723	2022-05-20	Southern Europe	Portugal	Monkeypox/PT0013/2022
431	ON959163	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI149
432	ON929070	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI112
433	ON853654	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI087
434	ON803441	2022-05-23	North America	Canada	MpxV/human/CAN/UN-NML-2955/2022
435	OP205069	2022-06-06	Western Europe	United Kingdom	MPXV_UK_2022_9000063
436	ON803442	2022-05-16	North America	Canada	MpxV/human/CAN/UN-NML-2967/2022
437	OP123043	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-077836/2022
438	ON843176	2022-06-02	Southern Europe	Portugal	Monkeypox/PT0041/2022
439	ON649724	2022-05-23	Southern Europe	Portugal	Monkeypox/PT0014/2022
440	ON682267	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI010
441	OP257266	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-083179/2022
442	OP764621	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI563
443	ON843172	2022-05-27	Southern Europe	Portugal	Monkeypox/PT0035/2022
444	OP018597	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI172
445	OP018598	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI173
446	OP185713	2022-06-01	North America	USA	MPXV_USA_2022_FL0004
447	OP382480	2022-07-04	Western Europe	France	hMPXV-IHU00003
448	OP524011	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI409
449	ON959159	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI144
450	ON929072	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI114
451	ON803429	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2873/2022
452	OP415195	2022-03-28	Western Europe	United Kingdom	MPX_96X1Vd_9000217
453	ON880539	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3339/2022
454	ON959152	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI139
455	OP392551	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088092/2022
456	OP523988	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI386
457	ON803437	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2896/2022
458	OP523987	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI385
459	OP689666	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI513
460	OP310057	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089714/2022
461	ON929091	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI136
462	ON929058	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI071_3cygog
463	OP123048	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-076861/2022
464	OP205114	2022-05-16	Western Europe	United Kingdom	MPXV_UK_2022_9000152
465	ON563414	2022-05-01	North America	USA	MPXV_USA_2022_MA001
466	OP415194	2022-03-28	Western Europe	United Kingdom	MPX_96X1Vd_9000216
467	ON880527	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3141/2022
468	OP536693	2022-06-14	North America	USA	MPXV-USA-IL-IDPH-032
469	OP324508	2022-06-28	Southern Europe	Portugal	Monkeypox/PT0195/2022
470	ON755234	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI028
471	ON929063	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI105
472	ON803444	2022-05-24	North America	Canada	MpxV/human/CAN/UN-NML-2969/2022
473	OP185717	2022-06-01	North America	USA	MPXV_USA_2022_AZ0001
474	ON843180	2022-06-03	Southern Europe	Portugal	Monkeypox/PT0042/2022
475	ON682269	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI07
476	OP303787	2022-06-01	North America	USA	MPXV_USA_2022_TX0007
477	OP245312	2022-07-29	Southern Europe	Portugal	MPX/PT0056/2022
478	OP415184	2022-07-01	Western Europe	United Kingdom	MPX_h9DUQg_9000203
479	ON736420	2022-05-31	North America	Canada	MPX/2022/Canada/AB1
480	ON803433	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2885/2022
481	ON880520	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2857/2022
482	OP484670	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI349
483	ON929065	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI107
484	OP536744	2022-07-04	North America	USA	MPXV-USA-IL-IDPH-083
485	OQ099606	2022-07-01	North America	USA	MPXV_USA_2022_DC0014
486	OP605571	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-29-2022
487	OP687927	2022-06-01	North America	USA	MPXV_USA_2022_CA0036
488	OP415239	2022-08-01	Western Europe	United Kingdom	MPX_cAC1lu_9000277
489	OP863220	2022-07-05	North America	USA	hMpxV/USA/CA-CDPH-000045/2022
490	OQ121019	2022-07-12	North America	USA	hMpxV/USA/CA-CDPH-1000065/2022
491	OP390198	2022-07-14	Western Europe	United Kingdom	hMpxV/UK/LMO-033a/2022
492	OP597776	2022-06-25	North America	USA	MN-MDH-MPXV_0002
493	OP324540	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0232/2022
494	OP837345	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI583
495	OP752110	2022-07-01	North America	USA	MPXV_USA_2022_NY0032
496	OP324532	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0222/2022
497	ON880535	2022-05-31	North America	Canada	MpxV/human/CAN/UN-NML-3269/2022
498	OP597778	2022-06-27	North America	USA	MN-MDH-MPXV_0004
499	OP440586	2022-07-27	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00017/2022
500	OP879746	2022-07-09	North America	USA	NJ-MPXV-031
501	OP414317	2022-06-14	Southern Europe	Portugal	Monkeypox/PT0277/2022
502	OP879729	2022-08-12	North America	USA	NJ-MPXV-008-rpt1
503	OP626127	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI489
504	ON803428	2022-05-21	North America	Canada	MpxV/human/CAN/UN-NML-2869/2022
505	ON803416	2022-05-17	North America	Canada	MpxV/human/CAN/UN-NML-2835/2022
506	OP626113	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI475
507	ON959157	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI142
508	OP245328	2022-07-27	Southern Europe	Portugal	MPX/PT0074/2022
509	ON959134	2022-05-01	North America	USA	MPXV_USA_2022_NY003
510	OP415275	2022-08-01	Western Europe	United Kingdom	MPX_o3VuSh_9000348
511	OP324471	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0154/2022
512	ON959155	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI138
513	ON803418	2022-05-18	North America	Canada	MpxV/human/CAN/UN-NML-2837/2022
514	OP820454	2022-09-07	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10005/2022
515	OP382494	2022-07-22	Western Europe	France	hMPXV-IHU00017
516	OP743952	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-081100/2022
517	OP555526	2022-08-03	Southern Europe	Portugal	Monkeypox/PT0445/2022
518	ON853674	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI095
519	OP415196	2022-03-28	Western Europe	United Kingdom	MPX_96X1Vd_9000218
520	OP440588	2022-07-27	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00019/2022
521	ON585034	2022-05-15	Southern Europe	Portugal	Monkeypox/PT0007/2022
522	OP263632	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI277
523	OP879743	2022-06-29	North America	USA	NJ-MPXV-027
524	OP587261	2022-08-18	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000039/2022
525	OP536683	2022-06-01	North America	USA	MPXV-USA-IL-IDPH-022
526	OP062233	2022-06-28	North America	Canada	MpxV/human/CAN/UN-NML-3913/2022
527	OP587260	2022-08-11	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000038/2022
528	OP587256	2022-07-11	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000028/2022
529	OP580155	2022-06-21	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000007/2022
530	OP013013	2022-06-10	North America	Canada	MpxV/human/CAN/UN-NML-3658/2022
531	OP215254	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI226
532	OP019275	2022-06-10	Western Europe	Austria	hMPXV/Austria/MUW1525179/2022
533	OP382487	2022-07-18	Western Europe	France	hMPXV-IHU00010
534	OP382491	2022-07-22	Western Europe	France	hMPXV-IHU00014
535	OP748957	2022-07-14	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00271/2022
536	OP324495	2022-06-27	Southern Europe	Portugal	Monkeypox/PT0180/2022
537	ON803425	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2853/2022
538	OP215218	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI219
539	OP215249	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI216
540	ON745225	2022-05-27	Southern Europe	Spain	MpxV/Spain/MD-HGUGM-66649483/2022
541	OQ121023	2022-07-15	North America	USA	hMpxV/USA/CA-CDPH-1000069/2022
542	OP245346	2022-07-15	Southern Europe	Portugal	MPX/PT0112/2022
543	OP752122	2022-07-01	North America	USA	MPXV_USA_2022_WA0010
544	OP022170	2022-05-16	Western Europe	United Kingdom	MPXV_UK_2022_5
545	OP414364	2022-05-27	Southern Europe	Portugal	Monkeypox/PT0333/2022
546	OP018601	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI176
547	OP743963	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-091343/2022
548	ON880524	2022-05-26	North America	Canada	MpxV/human/CAN/UN-NML-3080/2022
549	ON682264	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI05
550	OP680492	2022-07-12	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00214/2022
551	OP587244	2022-06-16	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000015/2022
552	OP588278	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI415
553	OP215264	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI244
554	OP605573	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-31-2022
555	OP324491	2022-07-01	Southern Europe	Portugal	Monkeypox/PT0176/2022
556	OP414372	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0343/2022
557	OP879757	2022-07-20	North America	USA	NJ-MPXV-043
558	OP587249	2022-07-12	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000020/2022
559	OP440567	2022-07-17	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00003/2022
560	ON755246	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI040
561	OP605580	2022-08-01	Central Europe	Slovenia	Slovenia-MPXV-39-2022
562	ON682263	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI03
563	OP920698	2022-11-02	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00360/2022
564	OP615278	2022-07-27	North America	USA	MPX/Human/USA/CA-LACPHL-MA00205/2022
565	OP597787	2022-07-14	North America	USA	MN-MDH-MPXV_0013
566	OP603014	2022-07-01	North America	USA	MPXV_USA_2022_NY0021
567	OP536708	2022-06-24	North America	USA	MPXV-USA-IL-IDPH-047
568	ON843173	2022-05-27	Southern Europe	Portugal	Monkeypox/PT0029/2022
569	OP013009	2022-06-08	North America	Canada	MpxV/human/CAN/UN-NML-3595/2022
570	OP414363	2022-05-27	Southern Europe	Portugal	Monkeypox/PT0332/2022
571	OP414332	2022-06-08	Southern Europe	Portugal	Monkeypox/PT0298/2022
572	ON843166	2022-05-24	Southern Europe	Portugal	Monkeypox/PT0038/2022
573	OP440589	2022-07-27	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00020/2022
574	OP597777	2022-06-27	North America	USA	MN-MDH-MPXV_0003
575	ON880541	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3344/2022
576	OP879750	2022-07-14	North America	USA	NJ-MPXV-035
577	OP555612	2022-08-23	Southern Europe	Portugal	Monkeypox/PT0541/2022
578	OP415220	2022-08-01	Western Europe	United Kingdom	MPX_EduQvV_9000249
579	OP615275	2022-07-20	North America	USA	MPX/Human/USA/CA-LACPHL-MA00202/2022
580	OP715826	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI546
581	ON853671	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI091
582	OP555640	2022-08-31	Southern Europe	Portugal	Monkeypox/PT0569/2022
583	OP451004	2022-06-01	North America	USA	MPXV_USA_2022_MN0005
584	OP450994	2022-06-01	North America	USA	MPXV_USA_2022_IL0045
585	OP604522	2022-06-01	North America	USA	MPXV_USA_2022_PA0008
586	OP687943	2022-07-01	North America	USA	MPXV_USA_2022_RI0002
587	OP603016	2022-06-01	North America	USA	MPXV_USA_2022_CA0032
588	OP687934	2022-08-01	North America	USA	MPXV_USA_2022_MN0007
589	OP603013	2022-07-01	North America	USA	MPXV_USA_2022_AZ0002
590	OP225969	2022-06-01	North America	USA	MPXV_USA_2022_IL0025
591	OP879759	2022-07-24	North America	USA	NJ-MPXV-045
592	OP743357	2022-05-21	North America	USA	MPXV/Human/USA/UT-UPHL-82200022/2022
593	OP310051	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-082029/2022
594	OP743991	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-092990/2022
595	OP536740	2022-07-02	North America	USA	MPXV-USA-IL-IDPH-079
596	OP536682	2022-07-05	North America	USA	MPXV-USA-IL-IDPH-021
597	OP414365	2022-05-29	Southern Europe	Portugal	Monkeypox/PT0335/2022
598	ON880525	2022-05-25	North America	Canada	MpxV/human/CAN/UN-NML-3086/2022
599	OP605561	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-19-2022
600	OP440597	2022-07-25	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00024/2022
601	ON694341	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI012
602	OP605554	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-11-2022
603	OP615258	2022-09-26	North America	USA	MPX/Human/USA/CA-LACPHL-MA00185/2022
604	OP324499	2022-06-28	Southern Europe	Portugal	Monkeypox/PT0184/2022
605	ON880522	2022-05-21	North America	Canada	MpxV/human/CAN/UN-NML-2870/2022
606	OP414377	2022-05-25	Southern Europe	Portugal	Monkeypox/PT0348/2022
607	ON853675	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI096
608	OP245329	2022-07-22	Southern Europe	Portugal	MPX/PT0075/2022
609	ON614676	2022-05-18	Southern Europe	Italy	INMI-Pt1
610	ON619838	2022-05-15	Western Europe	United Kingdom	MPXV_UK_2022_4
611	OP597783	2022-07-08	North America	USA	MN-MDH-MPXV_0009
612	OP415217	2022-07-01	Western Europe	United Kingdom	MPX_I1tnVS_9000246
613	ON622712	2022-05-19	Western Europe	Belgium	MPX/UZ_REGA_1/Belgium/2022
614	OP555652	2022-07-28	Southern Europe	Portugal	Monkeypox/PT0581/2022
615	ON649709	2022-05-18	Southern Europe	Portugal	Monkeypox/PT0028/2022
616	ON585030	2022-05-15	Southern Europe	Portugal	Monkeypox/PT0002/2022
617	ON745215	2022-05-19	Southern Europe	Italy	INMI-Pt2
618	OP555610	2022-08-23	Southern Europe	Portugal	Monkeypox/PT0539/2022
619	ON853666	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI084
620	OQ121021	2022-07-13	North America	USA	hMpxV/USA/CA-CDPH-1000067/2022
621	OP555657	2022-08-24	Southern Europe	Portugal	Monkeypox/PT0589/2022
622	OP615269	2022-07-20	North America	USA	MPX/Human/USA/CA-LACPHL-MA00196/2022
623	OP245361	2022-07-12	Southern Europe	Portugal	MPX/PT0128/2022
624	ON803426	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2856/2022
625	OP555594	2022-08-17	Southern Europe	Portugal	Monkeypox/PT0523/2022
626	OP263626	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI272
627	ON803419	2022-05-14	North America	Canada	MpxV/human/CAN/UN-NML-2844/2022
628	OP536727	2022-06-28	North America	USA	MPXV-USA-IL-IDPH-066
629	OP324468	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0151/2022
630	OP120937	2022-05-01	Southern Europe	Spain	MP01CHUAC
631	ON755237	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI031
632	ON682265	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI04
633	ON880542	2022-05-31	North America	Canada	MpxV/human/CAN/UN-NML-3348/2022
634	OP414290	2022-06-20	Southern Europe	Portugal	Monkeypox/PT0249/2022
635	OP123040	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-073974/2022
636	OP715832	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI552
637	OP205075	2022-06-11	Western Europe	United Kingdom	MPXV_UK_2022_9000069
638	OP414333	2022-06-08	Southern Europe	Portugal	Monkeypox/PT0299/2022
639	ON813255	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI058
640	OP018595	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI170
641	ON843168	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0032/2022
642	OP328310	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088725/2022
